TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,UserName,Age,Gender,Email
TT02881,U00509,CR00043,2025-05-10,0.0,Credit Card,TC00023,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,Alexandereaton,20,Female,Qmurphy@Outlook.Com
TT02882,U00510,CR00013,2025-04-23,0.0,PayPal,TC00028,Finance For Startups,Business,Free,Advanced,0.0,15.84,2.0,Noblechristy,15,Male,Rgarza@Outlook.Com
TT02883,U00511,CR00019,2025-05-08,0.0,Bank Transfer,TC00003,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,Becky57,28,Male,Jacobcollins@Gmail.Com
TT02884,U00513,CR00058,2025-06-01,0.0,Credit Card,TC00017,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Kcoleman,25,Male,Jacksoncynthia@Gmail.Com
TT02885,U00516,CR00057,2025-05-23,177.34,Credit Card,TC00038,Seo For E-Commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,Charles14,33,Female,Kristenrobinson@Outlook.Com
TT02886,U00517,CR00021,2025-04-17,0.0,PayPal,TC00010,Data Analysis With Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Rachelsmith,22,Female,Cody45@Hotmail.Com
TT02887,U00518,CR00049,2025-11-21,415.51,Bank Transfer,TC00027,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Jasonlara,20,Female,Kirkmichelle@Outlook.Com
TT02888,U00520,CR00021,2025-11-11,0.0,Credit Card,TC00010,Data Analysis With Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Tammy29,29,Male,Cpineda@Yahoo.Com
TT02889,U00523,CR00038,2025-09-16,342.61,PayPal,TC00043,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,Crystal86,31,Male,Toddwilson@Outlook.Com
TT02890,U00525,CR00059,2025-08-07,0.0,Credit Card,TC00038,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Victor26,31,Male,Corybrady@Outlook.Com
TT02891,U00526,CR00048,2025-10-02,0.0,Bank Transfer,TC00027,Ai Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Dunndeborah,24,Male,Dudleyaaron@Outlook.Com
TT02892,U00528,CR00005,2025-07-24,0.0,Bank Transfer,TC00016,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,Wwebb,26,Female,Mmatthews@Hotmail.Com
TT02893,U00530,CR00041,2025-07-14,53.86,PayPal,TC00023,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,Wilsonjeanne,35,Female,Lisajuarez@Yahoo.Com
TT02894,U00532,CR00001,2025-02-11,472.28,Credit Card,TC00031,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Spencerjennifer,15,Female,Walkerheather@Gmail.Com
TT02895,U00536,CR00037,2025-01-02,0.0,Credit Card,TC00014,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,Lukewilliams,35,Female,Wardallison@Yahoo.Com
TT02896,U00538,CR00014,2025-04-08,0.0,Bank Transfer,TC00028,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,Salinasthomas,20,Male,Angelawarren@Outlook.Com
TT02897,U00539,CR00025,2025-04-20,299.57,Bank Transfer,TC00010,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,Jennifer10,25,Male,George03@Yahoo.Com
TT02898,U00540,CR00041,2025-11-22,53.86,Credit Card,TC00023,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,James88,15,Male,Mjohnson@Outlook.Com
TT02899,U00542,CR00014,2025-09-24,0.0,Bank Transfer,TC00028,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,Ericjones,32,Male,Staceysullivan@Outlook.Com
TT02900,U00544,CR00003,2025-10-09,0.0,PayPal,TC00016,C++ For Beginners,Programming,Free,Beginner,0.0,19.53,3.85,Williamskaren,30,Male,Gonzalesjoseph@Outlook.Com
TT02901,U00545,CR00048,2025-08-17,0.0,PayPal,TC00027,Ai Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Bryandavis,18,Female,Sandra89@Gmail.Com
TT02902,U00546,CR00042,2025-07-03,0.0,PayPal,TC00044,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Nathanstevenson,25,Male,Pfields@Outlook.Com
TT02903,U00547,CR00057,2025-08-23,177.34,Credit Card,TC00022,Seo For E-Commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,Loganthomas,19,Female,Irowe@Gmail.Com
TT02904,U00549,CR00041,2025-05-13,53.86,PayPal,TC00023,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,Andrea24,17,Female,Tatebrian@Outlook.Com
TT02905,U00554,CR00015,2025-07-16,285.05,Credit Card,TC00028,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,Tlopez,18,Male,Williamball@Gmail.Com
TT02906,U00561,CR00036,2025-11-13,0.0,Bank Transfer,TC00014,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,Perryterry,33,Male,Benjamin16@Outlook.Com
TT02907,U00568,CR00014,2025-09-13,0.0,PayPal,TC00028,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,Lmorris,16,Female,Michelleshepherd@Outlook.Com
TT02908,U00575,CR00042,2025-08-21,0.0,PayPal,TC00044,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Swilliams,35,Male,Hwise@Yahoo.Com
TT02909,U00577,CR00038,2025-04-03,342.61,Credit Card,TC00043,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,Raymond98,17,Female,Charles65@Outlook.Com
TT02910,U00578,CR00059,2025-01-11,0.0,Bank Transfer,TC00017,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Palmerkristy,26,Male,Kochsusan@Gmail.Com
TT02911,U00579,CR00003,2025-10-10,0.0,Credit Card,TC00014,C++ For Beginners,Programming,Free,Beginner,0.0,19.53,3.85,Walkertracie,34,Male,Fbennett@Yahoo.Com
TT02912,U00582,CR00004,2025-09-27,0.0,Bank Transfer,TC00043,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,Wagnervalerie,26,Male,Fwilson@Outlook.Com
TT02913,U00589,CR00008,2025-04-11,0.0,PayPal,TC00047,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,Matthew86,19,Female,Juliediaz@Outlook.Com
TT02914,U00594,CR00003,2025-10-29,0.0,Bank Transfer,TC00044,C++ For Beginners,Programming,Free,Beginner,0.0,19.53,3.85,Gsims,20,Male,Williamsjeremy@Outlook.Com
TT02915,U00597,CR00046,2025-09-18,248.1,Credit Card,TC00027,Ai For Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Suzanne13,28,Female,Julielivingston@Gmail.Com
TT02916,U00598,CR00049,2025-10-08,415.51,Bank Transfer,TC00027,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Acraig,28,Male,Simpsonmichael@Gmail.Com
TT02917,U00599,CR00030,2025-09-05,0.0,Credit Card,TC00014,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,Kristinharrison,33,Male,Joseph09@Yahoo.Com
TT02918,U00600,CR00060,2025-11-11,0.0,Credit Card,TC00036,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Philip29,21,Male,Rebekah00@Gmail.Com
TT02919,U00601,CR00053,2025-11-04,0.0,Bank Transfer,TC00034,React For Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Ginawilkins,24,Male,Annjenkins@Outlook.Com
TT02920,U00608,CR00002,2025-07-09,0.0,Credit Card,TC00023,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Adrianconley,31,Male,Autumnlee@Gmail.Com
TT02921,U00610,CR00017,2025-03-25,0.0,PayPal,TC00036,Seo Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,Ericcraig,19,Male,Martineztimothy@Gmail.Com
TT02922,U00612,CR00055,2025-05-02,57.32,PayPal,TC00025,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Kellytaylor,23,Male,Shawbrenda@Hotmail.Com
TT02923,U00614,CR00058,2025-08-03,0.0,Credit Card,TC00022,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Samuelmiles,23,Female,Carlos12@Outlook.Com
TT02924,U00615,CR00014,2025-10-07,0.0,Bank Transfer,TC00028,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,Mrobinson,20,Male,Linda21@Hotmail.Com
TT02925,U00617,CR00023,2025-09-20,0.0,PayPal,TC00010,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Bradyolivia,18,Female,Glennhill@Outlook.Com
TT02926,U00618,CR00060,2025-06-29,0.0,Bank Transfer,TC00038,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Rlee,22,Male,Palmerdawn@Outlook.Com
TT02927,U00620,CR00045,2025-04-29,0.0,PayPal,TC00044,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,Antonio11,30,Male,Newmanrichard@Gmail.Com
TT02928,U00629,CR00007,2025-05-17,0.0,Bank Transfer,TC00003,Ui/Ux Design,Design,Free,Advanced,0.0,48.68,2.61,Toni46,20,Female,Rickybruce@Outlook.Com
TT02929,U00632,CR00027,2025-09-09,0.0,Credit Card,TC00034,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,Zknox,26,Female,Mcneildaniel@Hotmail.Com
TT02930,U00641,CR00038,2025-11-18,342.61,Credit Card,TC00009,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,Nancy60,32,Male,Kayleewashington@Gmail.Com
TT02931,U00643,CR00040,2025-12-01,327.99,Credit Card,TC00009,Leadership In Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,Cynthia57,20,Female,Nthomas@Gmail.Com
TT02932,U00644,CR00004,2025-05-14,0.0,PayPal,TC00010,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,Montgomerykathleen,20,Female,Ymata@Hotmail.Com
TT02933,U00646,CR00004,2025-07-06,0.0,Credit Card,TC00017,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,Smurphy,29,Female,Jamie76@Hotmail.Com
TT02934,U00647,CR00012,2025-01-16,487.92,Bank Transfer,TC00028,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,Richard50,26,Female,Jwatkins@Outlook.Com
TT02935,U00649,CR00049,2025-11-24,415.51,PayPal,TC00027,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Thomaslawson,32,Male,Thomas06@Outlook.Com
TT02936,U00650,CR00016,2025-02-25,0.0,PayPal,TC00025,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Xknapp,26,Female,Samuelolson@Hotmail.Com
TT02937,U00656,CR00043,2025-04-25,0.0,PayPal,TC00044,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,Vanessapearson,31,Male,Johnbarnett@Hotmail.Com
TT02938,U00658,CR00059,2025-12-29,0.0,Bank Transfer,TC00038,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Djohnston,23,Female,Timothyfarmer@Yahoo.Com
TT02939,U00663,CR00015,2025-08-09,285.05,PayPal,TC00028,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,Brittneysanders,35,Male,Elowe@Yahoo.Com
TT02940,U00664,CR00024,2025-02-18,117.68,Bank Transfer,TC00016,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,Lopezashley,17,Male,Jeremy21@Outlook.Com
TT02941,U00669,CR00046,2025-01-13,248.1,Bank Transfer,TC00027,Ai For Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Yvette06,20,Female,Joseph22@Hotmail.Com
TT02942,U00674,CR00013,2025-01-04,0.0,PayPal,TC00028,Finance For Startups,Business,Free,Advanced,0.0,15.84,2.0,Stephen71,21,Male,Zoliver@Hotmail.Com
TT02943,U00677,CR00049,2025-05-25,415.51,Credit Card,TC00027,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Jodynolan,35,Female,Lhill@Outlook.Com
TT02944,U00678,CR00043,2025-01-11,0.0,Credit Card,TC00044,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,Brooksheather,33,Female,Danielmelendez@Outlook.Com
TT02945,U00679,CR00006,2025-08-22,276.37,PayPal,TC00003,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,Morganscott,28,Male,Michellelang@Yahoo.Com
TT02946,U00680,CR00012,2025-11-06,487.92,PayPal,TC00028,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,Patricia23,35,Female,Martinburch@Yahoo.Com
TT02947,U00682,CR00058,2025-12-02,0.0,Credit Card,TC00022,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Moneill,33,Male,Imiles@Yahoo.Com
TT02948,U00683,CR00007,2025-04-02,0.0,Bank Transfer,TC00051,Ui/Ux Design,Design,Free,Advanced,0.0,48.68,2.61,Fernandeznathan,20,Female,Paulsanchez@Yahoo.Com
TT02949,U00685,CR00012,2025-02-05,487.92,Credit Card,TC00028,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,Nwashington,29,Female,Tracey29@Gmail.Com
TT02950,U00686,CR00052,2025-11-20,0.0,PayPal,TC00025,Javascript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Kjohnson,35,Female,Ojames@Hotmail.Com
TT02951,U00690,CR00059,2025-03-02,0.0,Bank Transfer,TC00036,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Chad34,29,Female,Laurie35@Outlook.Com
TT02952,U00691,CR00007,2025-11-06,0.0,Credit Card,TC00051,Ui/Ux Design,Design,Free,Advanced,0.0,48.68,2.61,Bthompson,16,Female,Ehebert@Outlook.Com
TT02953,U00692,CR00037,2025-12-21,0.0,Credit Card,TC00043,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,Ramirezcarol,27,Male,Turnerkathleen@Hotmail.Com
TT02954,U00693,CR00055,2025-01-21,57.32,Credit Card,TC00034,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Sawyerjustin,35,Female,Tracyhernandez@Hotmail.Com
TT02955,U00694,CR00021,2025-10-27,0.0,Bank Transfer,TC00010,Data Analysis With Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Gthompson,33,Female,Brownrachel@Gmail.Com
TT02956,U00695,CR00010,2025-06-03,0.0,Bank Transfer,TC00003,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,Escobardaniel,31,Female,Michaelwilliams@Yahoo.Com
TT02957,U00697,CR00003,2025-02-20,0.0,Credit Card,TC00017,C++ For Beginners,Programming,Free,Beginner,0.0,19.53,3.85,Rebekah50,32,Female,Sean35@Hotmail.Com
TT02958,U00705,CR00017,2025-04-24,0.0,Credit Card,TC00014,Seo Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,Lynnburke,15,Male,Navarrosteven@Gmail.Com
TT02959,U00707,CR00009,2025-05-19,0.0,Credit Card,TC00051,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,Eric25,29,Male,Nathanthomas@Hotmail.Com
TT02960,U00708,CR00016,2025-02-06,0.0,Credit Card,TC00017,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Rodney07,29,Female,Stephaniedavis@Outlook.Com
TT02961,U00710,CR00046,2025-05-07,248.1,Bank Transfer,TC00027,Ai For Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Virginia47,19,Male,Mullinsdavid@Outlook.Com
TT02962,U00715,CR00014,2025-02-22,0.0,Credit Card,TC00028,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,Teresalynn,25,Female,Christopher01@Gmail.Com
TT02963,U00717,CR00031,2025-07-13,0.0,Bank Transfer,TC00031,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,Michaeljohnson,34,Female,Webernicholas@Yahoo.Com
TT02964,U00720,CR00049,2025-12-21,415.51,Credit Card,TC00027,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Coleashley,17,Female,Briggsgrant@Hotmail.Com
TT02965,U00721,CR00007,2025-04-03,0.0,PayPal,TC00047,Ui/Ux Design,Design,Free,Advanced,0.0,48.68,2.61,Adavenport,20,Female,Cgriffin@Outlook.Com
TT02966,U00725,CR00054,2025-05-10,0.0,Credit Card,TC00026,Backend Development With Node.Js,Web Development,Free,Beginner,0.0,48.57,3.32,Martinbarbara,28,Female,Christine02@Gmail.Com
TT02967,U00726,CR00001,2025-03-16,472.28,Bank Transfer,TC00003,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Ssanchez,26,Female,Erikamccann@Outlook.Com
TT02968,U00728,CR00020,2025-10-04,0.0,PayPal,TC00027,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Teresa67,17,Male,Christopher71@Hotmail.Com
TT02969,U00732,CR00034,2025-06-29,394.26,Credit Card,TC00031,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,Andrew96,22,Male,Darryllucas@Hotmail.Com
TT02970,U00739,CR00042,2025-01-16,0.0,Bank Transfer,TC00023,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Robinsonaaron,25,Female,Katie36@Gmail.Com
TT02971,U00742,CR00040,2025-03-14,327.99,Bank Transfer,TC00009,Leadership In Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,Sthomas,29,Male,Christina80@Gmail.Com
TT02972,U00744,CR00019,2025-12-17,0.0,PayPal,TC00025,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,Susan70,15,Male,Shannonbell@Yahoo.Com
TT02973,U00749,CR00016,2025-11-25,0.0,Bank Transfer,TC00043,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Suarezjason,18,Male,Shelly11@Outlook.Com
TT02974,U00750,CR00012,2025-04-17,487.92,Credit Card,TC00028,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,Brittany20,23,Female,Brittany01@Outlook.Com
TT02975,U00751,CR00005,2025-02-22,0.0,PayPal,TC00023,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,Alex00,19,Male,Tkane@Hotmail.Com
TT02976,U00756,CR00042,2025-05-07,0.0,Credit Card,TC00044,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Gloverronald,33,Female,Tara80@Hotmail.Com
TT02977,U00757,CR00041,2025-08-28,53.86,Credit Card,TC00023,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,Greghiggins,22,Female,Chris37@Yahoo.Com
TT02978,U00758,CR00013,2025-02-15,0.0,Credit Card,TC00028,Finance For Startups,Business,Free,Advanced,0.0,15.84,2.0,Jacobcherry,16,Male,Wongana@Yahoo.Com
TT02979,U00759,CR00028,2025-04-06,0.78,Credit Card,TC00034,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,Jerryfuentes,22,Male,Alec74@Hotmail.Com
TT02980,U00761,CR00058,2025-11-26,0.0,Credit Card,TC00017,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Vthomas,31,Male,Bellbrian@Gmail.Com
TT02981,U00762,CR00039,2025-09-19,346.71,PayPal,TC00043,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,Marieboyd,22,Female,Lbryant@Gmail.Com
TT02982,U00763,CR00023,2025-04-22,0.0,PayPal,TC00010,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Ccook,16,Male,Nenglish@Hotmail.Com
TT02983,U00769,CR00010,2025-10-16,0.0,PayPal,TC00047,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,Nicholaswatkins,16,Female,Campbellsharon@Gmail.Com
TT02984,U00770,CR00026,2025-02-11,0.0,PayPal,TC00047,Intro To Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,Pnorris,29,Male,Laurennavarro@Gmail.Com
TT02985,U00773,CR00044,2025-05-07,119.04,Credit Card,TC00044,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,Tlewis,25,Female,Jonesrachel@Gmail.Com
TT02986,U00774,CR00032,2025-03-02,0.0,Credit Card,TC00031,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,Qarmstrong,27,Male,Jodyolson@Outlook.Com
TT02987,U00776,CR00050,2025-04-02,490.9,PayPal,TC00027,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Smithgloria,26,Female,Rbrown@Yahoo.Com
TT02988,U00779,CR00032,2025-09-30,0.0,Bank Transfer,TC00031,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,Vargasemily,24,Female,Westvictor@Gmail.Com
TT02989,U00780,CR00002,2025-11-01,0.0,PayPal,TC00028,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Christopherduran,32,Female,Haleygould@Yahoo.Com
TT02990,U00781,CR00021,2025-01-07,0.0,PayPal,TC00016,Data Analysis With Python,Data Science,Free,Intermediate,0.0,1.2,3.6,Lucasnorman,18,Female,Martindeborah@Gmail.Com
TT02991,U00782,CR00007,2025-06-24,0.0,PayPal,TC00047,Ui/Ux Design,Design,Free,Advanced,0.0,48.68,2.61,Hholt,25,Male,Grodgers@Hotmail.Com
TT02992,U00785,CR00059,2025-02-28,0.0,PayPal,TC00038,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Fisherkathryn,17,Female,Menglish@Yahoo.Com
TT02993,U00798,CR00008,2025-06-11,0.0,Credit Card,TC00047,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,Phillipgarza,19,Female,Ashleyjohnson@Outlook.Com
TT02994,U00805,CR00020,2025-11-16,0.0,Bank Transfer,TC00047,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Shelly99,18,Female,Fosterabigail@Gmail.Com
TT02995,U00806,CR00022,2025-08-03,0.0,Bank Transfer,TC00016,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,Hollowaybrian,27,Male,Hardyann@Hotmail.Com
TT02996,U00807,CR00038,2025-03-13,342.61,Bank Transfer,TC00043,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,Mark87,35,Female,Theresa07@Outlook.Com
TT02997,U00808,CR00048,2025-07-04,0.0,Bank Transfer,TC00027,Ai Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Randalljensen,27,Female,Sandrashaw@Outlook.Com
TT02998,U00809,CR00050,2025-04-14,490.9,Credit Card,TC00027,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Terrismith,24,Male,Phansen@Gmail.Com
TT02999,U00814,CR00018,2025-05-04,0.0,Bank Transfer,TC00010,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,Dana01,21,Female,Hhoover@Yahoo.Com
TT03000,U00817,CR00054,2025-03-08,0.0,Credit Card,TC00025,Backend Development With Node.Js,Web Development,Free,Beginner,0.0,48.57,3.32,Xwilkins,35,Female,Adaugherty@Gmail.Com
TT03001,U00824,CR00042,2025-12-22,0.0,PayPal,TC00044,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Mary48,27,Male,Josesmith@Yahoo.Com
TT03002,U00826,CR00041,2025-06-10,53.86,Credit Card,TC00023,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,Jamespatel,16,Male,Maddoxashley@Outlook.Com
TT03003,U00830,CR00011,2025-05-15,326.02,PayPal,TC00028,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,Cookreginald,26,Female,Qhiggins@Outlook.Com
TT03004,U00832,CR00003,2025-06-08,0.0,Credit Card,TC00017,C++ For Beginners,Programming,Free,Beginner,0.0,19.53,3.85,Chumphrey,20,Female,Fingram@Yahoo.Com
TT03005,U00834,CR00052,2025-09-25,0.0,Credit Card,TC00045,Javascript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Connor47,30,Male,Foxrachel@Gmail.Com
TT03006,U00835,CR00023,2025-07-23,0.0,PayPal,TC00016,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Jonesnatalie,33,Female,Johnstonheather@Hotmail.Com
TT03007,U00844,CR00016,2025-02-05,0.0,Bank Transfer,TC00031,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Bellnicholas,26,Male,Rachelharris@Gmail.Com
TT03008,U00846,CR00055,2025-05-27,57.32,Credit Card,TC00034,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Geraldbrown,16,Male,Amanda42@Hotmail.Com
TT03009,U00847,CR00059,2025-10-20,0.0,Bank Transfer,TC00017,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Cscott,23,Male,Adamsjessica@Gmail.Com
TT03010,U00851,CR00026,2025-06-10,0.0,Credit Card,TC00010,Intro To Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,Jamesandersen,21,Male,Gregorycastillo@Outlook.Com
TT03011,U00855,CR00005,2025-09-01,0.0,Bank Transfer,TC00016,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,Cmoody,15,Female,Jonathan95@Yahoo.Com
TT03012,U00856,CR00060,2025-08-13,0.0,PayPal,TC00017,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Jeffreyosborne,21,Female,Abrown@Yahoo.Com
TT03013,U00857,CR00054,2025-06-20,0.0,Credit Card,TC00026,Backend Development With Node.Js,Web Development,Free,Beginner,0.0,48.57,3.32,Rjohnson,15,Male,Fshaw@Outlook.Com
TT03014,U00859,CR00023,2025-08-07,0.0,PayPal,TC00016,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Connie76,22,Male,Fjones@Outlook.Com
TT03015,U00860,CR00050,2025-05-10,490.9,PayPal,TC00027,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Charlesromero,23,Female,Sabrinagarcia@Yahoo.Com
TT03016,U00861,CR00030,2025-10-10,0.0,Bank Transfer,TC00038,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,Cjones,22,Female,Williamporter@Hotmail.Com
TT03017,U00863,CR00004,2025-05-30,0.0,Credit Card,TC00051,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,Carlachambers,23,Female,Catherine34@Gmail.Com
TT03018,U00865,CR00015,2025-09-08,285.05,Credit Card,TC00028,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,Ynguyen,27,Male,Katievasquez@Hotmail.Com
TT03019,U00866,CR00026,2025-06-02,0.0,Bank Transfer,TC00016,Intro To Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,Kevinbryant,30,Male,Kaneamber@Yahoo.Com
TT03020,U00872,CR00054,2025-11-15,0.0,PayPal,TC00026,Backend Development With Node.Js,Web Development,Free,Beginner,0.0,48.57,3.32,Leonard49,27,Male,Uwhite@Outlook.Com
TT03021,U00877,CR00050,2025-08-12,490.9,Bank Transfer,TC00027,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Brian68,35,Male,Albert18@Yahoo.Com
TT03022,U00878,CR00057,2025-05-24,177.34,Credit Card,TC00036,Seo For E-Commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,Gregory34,31,Male,Christian06@Hotmail.Com
